Training model 1/3
Epoch:28/80 Batch:54/106 Train Loss:0.5952
Epoch:28/80 Batch:55/106 Train Loss:0.3795
Epoch:28/80 Batch:56/106 Train Loss:0.4129
Epoch:28/80 Batch:57/106 Train Loss:0.3667
Epoch:28/80 Batch:58/106 Train Loss:0.3431
Epoch:28/80 Batch:59/106 Train Loss:0.4812
Epoch:28/80 Batch:60/106 Train Loss:0.5276
Epoch:28/80 Batch:61/106 Train Loss:0.5537
Epoch:28/80 Batch:62/106 Train Loss:0.4824
Epoch:28/80 Batch:63/106 Train Loss:0.5466
Epoch:28/80 Batch:64/106 Train Loss:0.4825
Epoch:28/80 Batch:65/106 Train Loss:0.3556
Epoch:28/80 Batch:66/106 Train Loss:0.4569
Epoch:28/80 Batch:67/106 Train Loss:0.4184
Epoch:28/80 Batch:68/106 Train Loss:0.5741
Epoch:28/80 Batch:69/106 Train Loss:0.6757
Epoch:28/80 Batch:70/106 Train Loss:0.5298
Epoch:28/80 Batch:71/106 Train Loss:0.4139
Epoch:28/80 Batch:72/106 Train Loss:0.5491
Epoch:28/80 Batch:73/106 Train Loss:0.8191
Epoch:28/80 Batch:74/106 Train Loss:0.4194
Epoch:28/80 Batch:75/106 Train Loss:0.4628
Epoch:28/80 Batch:76/106 Train Loss:0.4425
Epoch:28/80 Batch:77/106 Train Loss:0.8857
Epoch:28/80 Batch:78/106 Train Loss:0.3371
Epoch:28/80 Batch:79/106 Train Loss:0.7678
Epoch:28/80 Batch:80/106 Train Loss:0.4816
Epoch:28/80 Batch:81/106 Train Loss:0.6063
Epoch:28/80 Batch:82/106 Train Loss:0.4659
Epoch:28/80 Batch:83/106 Train Loss:0.5307
Epoch:28/80 Batch:84/106 Train Loss:0.8116
Epoch:28/80 Batch:85/106 Train Loss:0.6437
Epoch:28/80 Batch:86/106 Train Loss:0.3659
Epoch:28/80 Batch:87/106 Train Loss:0.5181
Epoch:28/80 Batch:88/106 Train Loss:0.3191
Epoch:28/80 Batch:89/106 Train Loss:0.4874
Epoch:28/80 Batch:90/106 Train Loss:0.5971
Epoch:28/80 Batch:91/106 Train Loss:0.4684
Epoch:28/80 Batch:92/106 Train Loss:0.4460
Epoch:28/80 Batch:93/106 Train Loss:0.5753
Epoch:28/80 Batch:94/106 Train Loss:0.4995
Epoch:28/80 Batch:95/106 Train Loss:0.4884
Epoch:28/80 Batch:96/106 Train Loss:0.5625
Epoch:28/80 Batch:97/106 Train Loss:0.5547
Epoch:28/80 Batch:98/106 Train Loss:0.6006
Epoch:28/80 Batch:99/106 Train Loss:0.3089
Epoch:28/80 Batch:100/106 Train Loss:0.5642
Epoch:28/80 Batch:101/106 Train Loss:0.7134
Epoch:28/80 Batch:102/106 Train Loss:0.4444
Epoch:28/80 Batch:103/106 Train Loss:0.2857
Epoch:28/80 Batch:104/106 Train Loss:0.4902
Epoch:28/80 Batch:105/106 Train Loss:0.5150
Epoch:28/80 Batch:106/106 Train Loss:2.2444
Epoch:29/80 Batch:1/106 Train Loss:0.4899
Epoch:29/80 Batch:2/106 Train Loss:0.5684
Epoch:29/80 Batch:3/106 Train Loss:0.3367
Epoch:29/80 Batch:4/106 Train Loss:0.4710
Epoch:29/80 Batch:5/106 Train Loss:0.3098
Epoch:29/80 Batch:6/106 Train Loss:0.4180
Epoch:29/80 Batch:7/106 Train Loss:0.5088
Epoch:29/80 Batch:8/106 Train Loss:0.5075
Epoch:29/80 Batch:9/106 Train Loss:0.6190
Epoch:29/80 Batch:10/106 Train Loss:0.5612
Epoch:29/80 Batch:11/106 Train Loss:0.6484
Epoch:29/80 Batch:12/106 Train Loss:0.5730
Epoch:29/80 Batch:13/106 Train Loss:0.4025
Epoch:29/80 Batch:14/106 Train Loss:0.4532
Epoch:29/80 Batch:15/106 Train Loss:0.2885
Epoch:29/80 Batch:16/106 Train Loss:0.4678
Epoch:29/80 Batch:17/106 Train Loss:0.6584
Epoch:29/80 Batch:18/106 Train Loss:0.4612
Epoch:29/80 Batch:19/106 Train Loss:0.6058
Epoch:29/80 Batch:20/106 Train Loss:0.4806
Epoch:29/80 Batch:21/106 Train Loss:0.4659
Epoch:29/80 Batch:22/106 Train Loss:0.7415
Epoch:29/80 Batch:23/106 Train Loss:0.6971
Epoch:29/80 Batch:24/106 Train Loss:0.7282
Epoch:29/80 Batch:25/106 Train Loss:0.2684
Epoch:29/80 Batch:26/106 Train Loss:0.3231
Epoch:29/80 Batch:27/106 Train Loss:0.5597
Epoch:29/80 Batch:28/106 Train Loss:0.5547
Epoch:29/80 Batch:29/106 Train Loss:0.3556
Epoch:29/80 Batch:30/106 Train Loss:0.3839
Epoch:29/80 Batch:31/106 Train Loss:0.3011
Epoch:29/80 Batch:32/106 Train Loss:0.4937
Epoch:29/80 Batch:33/106 Train Loss:0.7068
Epoch:29/80 Batch:34/106 Train Loss:0.4013
Epoch:29/80 Batch:35/106 Train Loss:0.4944
Epoch:29/80 Batch:36/106 Train Loss:0.4636
Epoch:29/80 Batch:37/106 Train Loss:0.3470
Epoch:29/80 Batch:38/106 Train Loss:0.4456
Epoch:29/80 Batch:39/106 Train Loss:0.3925
Epoch:29/80 Batch:40/106 Train Loss:0.2385
Epoch:29/80 Batch:41/106 Train Loss:0.4607
Epoch:29/80 Batch:42/106 Train Loss:0.4459
Epoch:29/80 Batch:43/106 Train Loss:0.4738
Epoch:29/80 Batch:44/106 Train Loss:0.4117
Epoch:29/80 Batch:45/106 Train Loss:0.4898
Epoch:29/80 Batch:46/106 Train Loss:0.5161
Epoch:29/80 Batch:47/106 Train Loss:0.4511
Epoch:29/80 Batch:48/106 Train Loss:0.5681
Epoch:29/80 Batch:49/106 Train Loss:0.5426
Epoch:29/80 Batch:50/106 Train Loss:0.5060
Epoch:29/80 Batch:51/106 Train Loss:0.4027
Epoch:29/80 Batch:52/106 Train Loss:0.9082
Epoch:29/80 Batch:53/106 Train Loss:0.4781
Epoch:29/80 Batch:54/106 Train Loss:0.3512
Epoch:29/80 Batch:55/106 Train Loss:0.5346
Epoch:29/80 Batch:56/106 Train Loss:0.5460
Epoch:29/80 Batch:57/106 Train Loss:0.6547
Epoch:29/80 Batch:58/106 Train Loss:0.5625
Epoch:29/80 Batch:59/106 Train Loss:0.6423
Epoch:29/80 Batch:60/106 Train Loss:0.3919
Epoch:29/80 Batch:61/106 Train Loss:0.6512
Epoch:29/80 Batch:62/106 Train Loss:0.4662
Epoch:29/80 Batch:63/106 Train Loss:0.4289
Epoch:29/80 Batch:64/106 Train Loss:0.3056
Epoch:29/80 Batch:65/106 Train Loss:0.4574
Epoch:29/80 Batch:66/106 Train Loss:0.4752
Epoch:29/80 Batch:67/106 Train Loss:0.5335
Epoch:29/80 Batch:68/106 Train Loss:0.3612
Epoch:29/80 Batch:69/106 Train Loss:0.5189
Epoch:29/80 Batch:70/106 Train Loss:0.5589
Epoch:29/80 Batch:71/106 Train Loss:0.5656
Epoch:29/80 Batch:72/106 Train Loss:0.3942
Epoch:29/80 Batch:73/106 Train Loss:0.6242
Epoch:29/80 Batch:74/106 Train Loss:0.7282
Epoch:29/80 Batch:75/106 Train Loss:0.5414
Epoch:29/80 Batch:76/106 Train Loss:0.4644
Epoch:29/80 Batch:77/106 Train Loss:0.6052
Epoch:29/80 Batch:78/106 Train Loss:0.6320
Epoch:29/80 Batch:79/106 Train Loss:0.5371
Epoch:29/80 Batch:80/106 Train Loss:0.4466
Epoch:29/80 Batch:81/106 Train Loss:0.4658
Epoch:29/80 Batch:82/106 Train Loss:0.4283
Epoch:29/80 Batch:83/106 Train Loss:0.4046
Epoch:29/80 Batch:84/106 Train Loss:0.6388
Epoch:29/80 Batch:85/106 Train Loss:0.5943
Epoch:29/80 Batch:86/106 Train Loss:0.3291
Epoch:29/80 Batch:87/106 Train Loss:0.2341
Epoch:29/80 Batch:88/106 Train Loss:0.7349
Epoch:29/80 Batch:89/106 Train Loss:0.5752
Epoch:29/80 Batch:90/106 Train Loss:0.3144
Epoch:29/80 Batch:91/106 Train Loss:0.7181
Epoch:29/80 Batch:92/106 Train Loss:0.4292
Epoch:29/80 Batch:93/106 Train Loss:0.5362
Epoch:29/80 Batch:94/106 Train Loss:0.3532
Epoch:29/80 Batch:95/106 Train Loss:0.6611
Epoch:29/80 Batch:96/106 Train Loss:0.5136
Epoch:29/80 Batch:97/106 Train Loss:0.6683
Epoch:29/80 Batch:98/106 Train Loss:0.8239
Epoch:29/80 Batch:99/106 Train Loss:0.5181
Epoch:29/80 Batch:100/106 Train Loss:0.5872
Epoch:29/80 Batch:101/106 Train Loss:0.3527
Epoch:29/80 Batch:102/106 Train Loss:0.3598
Epoch:29/80 Batch:103/106 Train Loss:0.4773
Epoch:29/80 Batch:104/106 Train Loss:0.6951
Epoch:29/80 Batch:105/106 Train Loss:0.4794
Epoch:29/80 Batch:106/106 Train Loss:2.9735
Epoch:30/80 Batch:1/106 Train Loss:0.5957
Epoch:30/80 Batch:2/106 Train Loss:0.4126
Epoch:30/80 Batch:3/106 Train Loss:0.3807
Epoch:30/80 Batch:4/106 Train Loss:0.6050
Epoch:30/80 Batch:5/106 Train Loss:0.2992
Epoch:30/80 Batch:6/106 Train Loss:0.3898
Epoch:30/80 Batch:7/106 Train Loss:0.4452
Epoch:30/80 Batch:8/106 Train Loss:0.5757
Epoch:30/80 Batch:9/106 Train Loss:0.3841
Epoch:30/80 Batch:10/106 Train Loss:0.3337
Epoch:30/80 Batch:11/106 Train Loss:0.4852
Epoch:30/80 Batch:12/106 Train Loss:0.4920
Epoch:30/80 Batch:13/106 Train Loss:0.3931
Epoch:30/80 Batch:14/106 Train Loss:0.3716
Epoch:30/80 Batch:15/106 Train Loss:0.5881
Epoch:30/80 Batch:16/106 Train Loss:0.3789
Epoch:30/80 Batch:17/106 Train Loss:0.3942
Epoch:30/80 Batch:18/106 Train Loss:0.5338
Epoch:30/80 Batch:19/106 Train Loss:0.4077
Epoch:30/80 Batch:20/106 Train Loss:0.6518
Epoch:30/80 Batch:21/106 Train Loss:0.5374
Epoch:30/80 Batch:22/106 Train Loss:0.3895
Epoch:30/80 Batch:23/106 Train Loss:0.5314
Epoch:30/80 Batch:24/106 Train Loss:0.4696
Epoch:30/80 Batch:25/106 Train Loss:0.3907
Epoch:30/80 Batch:26/106 Train Loss:0.5950
Epoch:30/80 Batch:27/106 Train Loss:0.4843
Epoch:30/80 Batch:28/106 Train Loss:0.5137
Epoch:30/80 Batch:29/106 Train Loss:0.6953
Epoch:30/80 Batch:30/106 Train Loss:0.3718
Epoch:30/80 Batch:31/106 Train Loss:0.4429
Epoch:30/80 Batch:32/106 Train Loss:0.5344
Epoch:30/80 Batch:33/106 Train Loss:0.6088
Epoch:30/80 Batch:34/106 Train Loss:0.3513
Epoch:30/80 Batch:35/106 Train Loss:0.5524
Epoch:30/80 Batch:36/106 Train Loss:0.4656
Epoch:30/80 Batch:37/106 Train Loss:0.7130
Epoch:30/80 Batch:38/106 Train Loss:0.6117
Epoch:30/80 Batch:39/106 Train Loss:0.6339
Epoch:30/80 Batch:40/106 Train Loss:0.6253
Epoch:30/80 Batch:41/106 Train Loss:0.3398
Epoch:30/80 Batch:42/106 Train Loss:0.4487
Epoch:30/80 Batch:43/106 Train Loss:0.4538
Epoch:30/80 Batch:44/106 Train Loss:0.5194
Epoch:30/80 Batch:45/106 Train Loss:0.4077
Epoch:30/80 Batch:46/106 Train Loss:0.3105
Epoch:30/80 Batch:47/106 Train Loss:0.2719
Epoch:30/80 Batch:48/106 Train Loss:0.3215
Epoch:30/80 Batch:49/106 Train Loss:0.5608
Epoch:30/80 Batch:50/106 Train Loss:0.4449
Epoch:30/80 Batch:51/106 Train Loss:0.4611
Epoch:30/80 Batch:52/106 Train Loss:0.4788
Epoch:30/80 Batch:53/106 Train Loss:0.6321
Epoch:30/80 Batch:54/106 Train Loss:0.4493
Epoch:30/80 Batch:55/106 Train Loss:0.4033
Epoch:30/80 Batch:56/106 Train Loss:0.4508
Epoch:30/80 Batch:57/106 Train Loss:0.3952
Epoch:30/80 Batch:58/106 Train Loss:0.3606
Epoch:30/80 Batch:59/106 Train Loss:0.4924
Epoch:30/80 Batch:60/106 Train Loss:0.7573
Epoch:30/80 Batch:61/106 Train Loss:0.4673
Epoch:30/80 Batch:62/106 Train Loss:0.6121
Epoch:30/80 Batch:63/106 Train Loss:0.2547
Epoch:30/80 Batch:64/106 Train Loss:0.5450
Epoch:30/80 Batch:65/106 Train Loss:0.4894
Epoch:30/80 Batch:66/106 Train Loss:0.3286
Epoch:30/80 Batch:67/106 Train Loss:0.4719
Epoch:30/80 Batch:68/106 Train Loss:0.4805
Epoch:30/80 Batch:69/106 Train Loss:0.5215
Epoch:30/80 Batch:70/106 Train Loss:0.3980
Epoch:30/80 Batch:71/106 Train Loss:0.3968
Epoch:30/80 Batch:72/106 Train Loss:0.5445
Epoch:30/80 Batch:73/106 Train Loss:0.4521
Epoch:30/80 Batch:74/106 Train Loss:0.4322
Epoch:30/80 Batch:75/106 Train Loss:0.4323
Epoch:30/80 Batch:76/106 Train Loss:0.6849
Epoch:30/80 Batch:77/106 Train Loss:0.5421
Epoch:30/80 Batch:78/106 Train Loss:0.4969
Epoch:30/80 Batch:79/106 Train Loss:0.4942
Epoch:30/80 Batch:80/106 Train Loss:0.3507
Epoch:30/80 Batch:81/106 Train Loss:0.3225
Epoch:30/80 Batch:82/106 Train Loss:0.3484
Epoch:30/80 Batch:83/106 Train Loss:0.5970
Epoch:30/80 Batch:84/106 Train Loss:0.3876
Epoch:30/80 Batch:85/106 Train Loss:0.5862
Epoch:30/80 Batch:86/106 Train Loss:0.4118
Epoch:30/80 Batch:87/106 Train Loss:0.5930
Epoch:30/80 Batch:88/106 Train Loss:0.4505
Epoch:30/80 Batch:89/106 Train Loss:0.6189
Epoch:30/80 Batch:90/106 Train Loss:0.4334
Epoch:30/80 Batch:91/106 Train Loss:0.4389
Epoch:30/80 Batch:92/106 Train Loss:0.3831
Epoch:30/80 Batch:93/106 Train Loss:0.2737
Epoch:30/80 Batch:94/106 Train Loss:0.3944
Epoch:30/80 Batch:95/106 Train Loss:0.4490
Epoch:30/80 Batch:96/106 Train Loss:0.4499
Epoch:30/80 Batch:97/106 Train Loss:0.5903
Epoch:30/80 Batch:98/106 Train Loss:0.7429
Epoch:30/80 Batch:99/106 Train Loss:0.4722
Epoch:30/80 Batch:100/106 Train Loss:0.3772
Epoch:30/80 Batch:101/106 Train Loss:0.4400
Epoch:30/80 Batch:102/106 Train Loss:0.5555
Epoch:30/80 Batch:103/106 Train Loss:0.4286
Epoch:30/80 Batch:104/106 Train Loss:0.5821
Epoch:30/80 Batch:105/106 Train Loss:0.5126
Epoch:30/80 Batch:106/106 Train Loss:2.1245
Epoch:31/80 Batch:1/106 Train Loss:0.3697
Epoch:31/80 Batch:2/106 Train Loss:0.4400
Epoch:31/80 Batch:3/106 Train Loss:0.5597
Epoch:31/80 Batch:4/106 Train Loss:0.4264
Epoch:31/80 Batch:5/106 Train Loss:0.2968
Epoch:31/80 Batch:6/106 Train Loss:0.3229
Epoch:31/80 Batch:7/106 Train Loss:0.3993
Epoch:31/80 Batch:8/106 Train Loss:0.6515
Epoch:31/80 Batch:9/106 Train Loss:0.4618
Epoch:31/80 Batch:10/106 Train Loss:0.5022
Epoch:31/80 Batch:11/106 Train Loss:0.2375
Epoch:31/80 Batch:12/106 Train Loss:0.4695
Epoch:31/80 Batch:13/106 Train Loss:0.2237
Epoch:31/80 Batch:14/106 Train Loss:0.5277
Epoch:31/80 Batch:15/106 Train Loss:0.3720
Epoch:31/80 Batch:16/106 Train Loss:0.3661
Epoch:31/80 Batch:17/106 Train Loss:0.4033
Epoch:31/80 Batch:18/106 Train Loss:0.3936
Epoch:31/80 Batch:19/106 Train Loss:0.5230
Epoch:31/80 Batch:20/106 Train Loss:0.4097
Epoch:31/80 Batch:21/106 Train Loss:0.4211
Epoch:31/80 Batch:22/106 Train Loss:0.3698
Epoch:31/80 Batch:23/106 Train Loss:0.4157
Epoch:31/80 Batch:24/106 Train Loss:0.2478
Epoch:31/80 Batch:25/106 Train Loss:0.6084
Epoch:31/80 Batch:26/106 Train Loss:0.4348
Epoch:31/80 Batch:27/106 Train Loss:0.6211
Epoch:31/80 Batch:28/106 Train Loss:0.4613
Epoch:31/80 Batch:29/106 Train Loss:0.5437
Epoch:31/80 Batch:30/106 Train Loss:0.4399
Epoch:31/80 Batch:31/106 Train Loss:0.6261
Epoch:31/80 Batch:32/106 Train Loss:0.5090
Epoch:31/80 Batch:33/106 Train Loss:0.3323
Epoch:31/80 Batch:34/106 Train Loss:0.3368
Epoch:31/80 Batch:35/106 Train Loss:0.5186
Epoch:31/80 Batch:36/106 Train Loss:0.3474
Epoch:31/80 Batch:37/106 Train Loss:0.5346
Epoch:31/80 Batch:38/106 Train Loss:0.5588
Epoch:31/80 Batch:39/106 Train Loss:0.4881
Epoch:31/80 Batch:40/106 Train Loss:0.5170
Epoch:31/80 Batch:41/106 Train Loss:0.3957
Epoch:31/80 Batch:42/106 Train Loss:0.2989
Epoch:31/80 Batch:43/106 Train Loss:0.6546
Epoch:31/80 Batch:44/106 Train Loss:0.3426
Epoch:31/80 Batch:45/106 Train Loss:0.4868
Epoch:31/80 Batch:46/106 Train Loss:0.5363
Epoch:31/80 Batch:47/106 Train Loss:0.4466
Epoch:31/80 Batch:48/106 Train Loss:0.5517
Epoch:31/80 Batch:49/106 Train Loss:0.5422
Epoch:31/80 Batch:50/106 Train Loss:0.5100
Epoch:31/80 Batch:51/106 Train Loss:0.4805
Epoch:31/80 Batch:52/106 Train Loss:0.3550
Epoch:31/80 Batch:53/106 Train Loss:0.4972
Epoch:31/80 Batch:54/106 Train Loss:0.4793
Epoch:31/80 Batch:55/106 Train Loss:0.6656
Epoch:31/80 Batch:56/106 Train Loss:0.6118
Epoch:31/80 Batch:57/106 Train Loss:0.3889
Epoch:31/80 Batch:58/106 Train Loss:0.4471
Epoch:31/80 Batch:59/106 Train Loss:0.5703
Epoch:31/80 Batch:60/106 Train Loss:0.6167
Epoch:31/80 Batch:61/106 Train Loss:0.2642
Epoch:31/80 Batch:62/106 Train Loss:0.3141
Epoch:31/80 Batch:63/106 Train Loss:0.5307
Epoch:31/80 Batch:64/106 Train Loss:0.3431
Epoch:31/80 Batch:65/106 Train Loss:0.4302
Epoch:31/80 Batch:66/106 Train Loss:0.2751
Epoch:31/80 Batch:67/106 Train Loss:0.3124
Epoch:31/80 Batch:68/106 Train Loss:0.4911
Epoch:31/80 Batch:69/106 Train Loss:0.6932
Epoch:31/80 Batch:70/106 Train Loss:0.3638
Epoch:31/80 Batch:71/106 Train Loss:0.3866
Epoch:31/80 Batch:72/106 Train Loss:0.5890
Epoch:31/80 Batch:73/106 Train Loss:0.5183
Epoch:31/80 Batch:74/106 Train Loss:0.3260
Epoch:31/80 Batch:75/106 Train Loss:0.4725
Epoch:31/80 Batch:76/106 Train Loss:0.6853
Epoch:31/80 Batch:77/106 Train Loss:0.5706
Epoch:31/80 Batch:78/106 Train Loss:0.3997
Epoch:31/80 Batch:79/106 Train Loss:0.5043
Epoch:31/80 Batch:80/106 Train Loss:0.5710
Epoch:31/80 Batch:81/106 Train Loss:0.4033
Epoch:31/80 Batch:82/106 Train Loss:0.3984
Epoch:31/80 Batch:83/106 Train Loss:0.3142
Epoch:31/80 Batch:84/106 Train Loss:0.4508
Epoch:31/80 Batch:85/106 Train Loss:0.2976
Epoch:31/80 Batch:86/106 Train Loss:0.4746
Epoch:31/80 Batch:87/106 Train Loss:0.4905
Epoch:31/80 Batch:88/106 Train Loss:0.4296
Epoch:31/80 Batch:89/106 Train Loss:0.5587
Epoch:31/80 Batch:90/106 Train Loss:0.7127
Epoch:31/80 Batch:91/106 Train Loss:0.5927
Epoch:31/80 Batch:92/106 Train Loss:0.3411
Epoch:31/80 Batch:93/106 Train Loss:0.3563
Epoch:31/80 Batch:94/106 Train Loss:0.4956
Epoch:31/80 Batch:95/106 Train Loss:0.4774
Epoch:31/80 Batch:96/106 Train Loss:0.4789
Epoch:31/80 Batch:97/106 Train Loss:0.4617
Epoch:31/80 Batch:98/106 Train Loss:0.4983
Epoch:31/80 Batch:99/106 Train Loss:0.6189
Epoch:31/80 Batch:100/106 Train Loss:0.4785
Epoch:31/80 Batch:101/106 Train Loss:0.5492
Epoch:31/80 Batch:102/106 Train Loss:0.5920
Epoch:31/80 Batch:103/106 Train Loss:0.3890
Epoch:31/80 Batch:104/106 Train Loss:0.3622
Epoch:31/80 Batch:105/106 Train Loss:0.5412
Epoch:31/80 Batch:106/106 Train Loss:3.3366
Epoch:32/80 Batch:1/106 Train Loss:0.3378
Epoch:32/80 Batch:2/106 Train Loss:0.3030
Epoch:32/80 Batch:3/106 Train Loss:0.3876
Epoch:32/80 Batch:4/106 Train Loss:0.4673
Epoch:32/80 Batch:5/106 Train Loss:0.4481
Epoch:32/80 Batch:6/106 Train Loss:0.3445
Epoch:32/80 Batch:7/106 Train Loss:0.4312
Epoch:32/80 Batch:8/106 Train Loss:0.2845
Epoch:32/80 Batch:9/106 Train Loss:0.3793
Epoch:32/80 Batch:10/106 Train Loss:0.6521
Epoch:32/80 Batch:11/106 Train Loss:0.4810
Epoch:32/80 Batch:12/106 Train Loss:0.5033
Epoch:32/80 Batch:13/106 Train Loss:0.5621
Epoch:32/80 Batch:14/106 Train Loss:0.5084
Epoch:32/80 Batch:15/106 Train Loss:0.6139
Epoch:32/80 Batch:16/106 Train Loss:0.4090
Epoch:32/80 Batch:17/106 Train Loss:0.2971
Epoch:32/80 Batch:18/106 Train Loss:0.3007
Epoch:32/80 Batch:19/106 Train Loss:0.4198
Epoch:32/80 Batch:20/106 Train Loss:0.5314
Epoch:32/80 Batch:21/106 Train Loss:0.5386
Epoch:32/80 Batch:22/106 Train Loss:0.3192
Epoch:32/80 Batch:23/106 Train Loss:0.5492
Epoch:32/80 Batch:24/106 Train Loss:0.4919
Epoch:32/80 Batch:25/106 Train Loss:0.4180
Epoch:32/80 Batch:26/106 Train Loss:0.3509
Epoch:32/80 Batch:27/106 Train Loss:0.5667
Epoch:32/80 Batch:28/106 Train Loss:0.4669
Epoch:32/80 Batch:29/106 Train Loss:0.6489
Epoch:32/80 Batch:30/106 Train Loss:0.6505
Epoch:32/80 Batch:31/106 Train Loss:0.4773
Epoch:32/80 Batch:32/106 Train Loss:0.5771
Epoch:32/80 Batch:33/106 Train Loss:0.4297
Epoch:32/80 Batch:34/106 Train Loss:0.7071
Epoch:32/80 Batch:35/106 Train Loss:0.5418
Epoch:32/80 Batch:36/106 Train Loss:0.3774
Epoch:32/80 Batch:37/106 Train Loss:0.5336
Epoch:32/80 Batch:38/106 Train Loss:0.4813
Epoch:32/80 Batch:39/106 Train Loss:0.5027
Epoch:32/80 Batch:40/106 Train Loss:0.4332
Epoch:32/80 Batch:41/106 Train Loss:0.4924
Epoch:32/80 Batch:42/106 Train Loss:0.4861
Epoch:32/80 Batch:43/106 Train Loss:0.3627
Epoch:32/80 Batch:44/106 Train Loss:0.2721
Epoch:32/80 Batch:45/106 Train Loss:0.3826
Epoch:32/80 Batch:46/106 Train Loss:0.3501
Epoch:32/80 Batch:47/106 Train Loss:0.3727
Epoch:32/80 Batch:48/106 Train Loss:0.6624
Epoch:32/80 Batch:49/106 Train Loss:0.5343
Epoch:32/80 Batch:50/106 Train Loss:0.4791
Epoch:32/80 Batch:51/106 Train Loss:0.4773
Epoch:32/80 Batch:52/106 Train Loss:0.2907
Epoch:32/80 Batch:53/106 Train Loss:0.4605
Epoch:32/80 Batch:54/106 Train Loss:0.6843
Epoch:32/80 Batch:55/106 Train Loss:0.6107
Epoch:32/80 Batch:56/106 Train Loss:0.2937
Epoch:32/80 Batch:57/106 Train Loss:0.4829
Epoch:32/80 Batch:58/106 Train Loss:0.2799
Epoch:32/80 Batch:59/106 Train Loss:0.7275
Epoch:32/80 Batch:60/106 Train Loss:0.5848
Epoch:32/80 Batch:61/106 Train Loss:0.2899
Epoch:32/80 Batch:62/106 Train Loss:0.5210
Epoch:32/80 Batch:63/106 Train Loss:0.4264
Epoch:32/80 Batch:64/106 Train Loss:0.3724
Epoch:32/80 Batch:65/106 Train Loss:0.4933
Epoch:32/80 Batch:66/106 Train Loss:0.4281
Epoch:32/80 Batch:67/106 Train Loss:0.4915
Epoch:32/80 Batch:68/106 Train Loss:0.4369
Epoch:32/80 Batch:69/106 Train Loss:0.6131
Epoch:32/80 Batch:70/106 Train Loss:0.5091
Epoch:32/80 Batch:71/106 Train Loss:0.3466
Epoch:32/80 Batch:72/106 Train Loss:0.4077
Epoch:32/80 Batch:73/106 Train Loss:0.6770
Epoch:32/80 Batch:74/106 Train Loss:0.6160
Epoch:32/80 Batch:75/106 Train Loss:0.5430
Epoch:32/80 Batch:76/106 Train Loss:0.4450
Epoch:32/80 Batch:77/106 Train Loss:0.3762
Epoch:32/80 Batch:78/106 Train Loss:0.4184
Epoch:32/80 Batch:79/106 Train Loss:0.4924
Epoch:32/80 Batch:80/106 Train Loss:0.4555
Epoch:32/80 Batch:81/106 Train Loss:0.4514
Epoch:32/80 Batch:82/106 Train Loss:0.5778
Epoch:32/80 Batch:83/106 Train Loss:0.3578
Epoch:32/80 Batch:84/106 Train Loss:0.4476
Epoch:32/80 Batch:85/106 Train Loss:0.3889
Epoch:32/80 Batch:86/106 Train Loss:0.6807
Epoch:32/80 Batch:87/106 Train Loss:0.5192
Epoch:32/80 Batch:88/106 Train Loss:0.4107
Epoch:32/80 Batch:89/106 Train Loss:0.3999
Epoch:32/80 Batch:90/106 Train Loss:0.3415
Epoch:32/80 Batch:91/106 Train Loss:0.3682
Epoch:32/80 Batch:92/106 Train Loss:0.6638
Epoch:32/80 Batch:93/106 Train Loss:0.3582
Epoch:32/80 Batch:94/106 Train Loss:0.5000
Epoch:32/80 Batch:95/106 Train Loss:0.3779
Epoch:32/80 Batch:96/106 Train Loss:0.3169
Epoch:32/80 Batch:97/106 Train Loss:0.5064
Epoch:32/80 Batch:98/106 Train Loss:0.6404
Epoch:32/80 Batch:99/106 Train Loss:0.4705
Epoch:32/80 Batch:100/106 Train Loss:0.3398
Epoch:32/80 Batch:101/106 Train Loss:0.5742
Epoch:32/80 Batch:102/106 Train Loss:0.2938
Epoch:32/80 Batch:103/106 Train Loss:0.3768
Epoch:32/80 Batch:104/106 Train Loss:0.4626
Epoch:32/80 Batch:105/106 Train Loss:0.3225
Epoch:32/80 Batch:106/106 Train Loss:2.9631
Epoch:33/80 Batch:1/106 Train Loss:0.4339
Epoch:33/80 Batch:2/106 Train Loss:0.3054
Epoch:33/80 Batch:3/106 Train Loss:0.3352
Epoch:33/80 Batch:4/106 Train Loss:0.2976
Epoch:33/80 Batch:5/106 Train Loss:0.3515
Epoch:33/80 Batch:6/106 Train Loss:0.4259
Epoch:33/80 Batch:7/106 Train Loss:0.7435
Epoch:33/80 Batch:8/106 Train Loss:0.5480
Epoch:33/80 Batch:9/106 Train Loss:0.5641
Epoch:33/80 Batch:10/106 Train Loss:0.6056
Epoch:33/80 Batch:11/106 Train Loss:0.2854
Epoch:33/80 Batch:12/106 Train Loss:0.6033
Epoch:33/80 Batch:13/106 Train Loss:0.4088
Epoch:33/80 Batch:14/106 Train Loss:0.3915
Epoch:33/80 Batch:15/106 Train Loss:0.2980
Epoch:33/80 Batch:16/106 Train Loss:0.3025
Epoch:33/80 Batch:17/106 Train Loss:0.4463
Epoch:33/80 Batch:18/106 Train Loss:0.6300
Epoch:33/80 Batch:19/106 Train Loss:0.3620
Epoch:33/80 Batch:20/106 Train Loss:0.3588
Epoch:33/80 Batch:21/106 Train Loss:0.3078
Epoch:33/80 Batch:22/106 Train Loss:0.5153
