Training model 1/3
Epoch:5/80 Batch:74/106 Train Loss:1.6916
Epoch:5/80 Batch:75/106 Train Loss:1.4698
Epoch:5/80 Batch:76/106 Train Loss:1.5991
Epoch:5/80 Batch:77/106 Train Loss:1.6278
Epoch:5/80 Batch:78/106 Train Loss:1.5445
Epoch:5/80 Batch:79/106 Train Loss:1.6611
Epoch:5/80 Batch:80/106 Train Loss:1.5109
Epoch:5/80 Batch:81/106 Train Loss:1.5639
Epoch:5/80 Batch:82/106 Train Loss:1.6326
Epoch:5/80 Batch:83/106 Train Loss:1.7021
Epoch:5/80 Batch:84/106 Train Loss:1.6530
Epoch:5/80 Batch:85/106 Train Loss:1.6820
Epoch:5/80 Batch:86/106 Train Loss:1.6532
Epoch:5/80 Batch:87/106 Train Loss:1.5919
Epoch:5/80 Batch:88/106 Train Loss:1.5836
Epoch:5/80 Batch:89/106 Train Loss:1.6397
Epoch:5/80 Batch:90/106 Train Loss:1.7338
Epoch:5/80 Batch:91/106 Train Loss:1.6016
Epoch:5/80 Batch:92/106 Train Loss:1.7245
Epoch:5/80 Batch:93/106 Train Loss:1.4387
Epoch:5/80 Batch:94/106 Train Loss:1.6799
Epoch:5/80 Batch:95/106 Train Loss:1.4514
Epoch:5/80 Batch:96/106 Train Loss:1.5006
Epoch:5/80 Batch:97/106 Train Loss:1.5999
Epoch:5/80 Batch:98/106 Train Loss:1.6787
Epoch:5/80 Batch:99/106 Train Loss:1.7672
Epoch:5/80 Batch:100/106 Train Loss:1.4659
Epoch:5/80 Batch:101/106 Train Loss:1.6483
Epoch:5/80 Batch:102/106 Train Loss:1.5935
Epoch:5/80 Batch:103/106 Train Loss:1.3930
Epoch:5/80 Batch:104/106 Train Loss:1.4097
Epoch:5/80 Batch:105/106 Train Loss:1.5186
Epoch:5/80 Batch:106/106 Train Loss:2.5210
Epoch:6/80 Batch:1/106 Train Loss:1.7016
Epoch:6/80 Batch:2/106 Train Loss:1.6189
Epoch:6/80 Batch:3/106 Train Loss:1.7367
Epoch:6/80 Batch:4/106 Train Loss:1.4371
Epoch:6/80 Batch:5/106 Train Loss:1.6748
Epoch:6/80 Batch:6/106 Train Loss:1.6519
Epoch:6/80 Batch:7/106 Train Loss:1.4869
Epoch:6/80 Batch:8/106 Train Loss:1.7169
Epoch:6/80 Batch:9/106 Train Loss:1.6585
Epoch:6/80 Batch:10/106 Train Loss:1.5181
Epoch:6/80 Batch:11/106 Train Loss:1.6518
Epoch:6/80 Batch:12/106 Train Loss:1.6142
Epoch:6/80 Batch:13/106 Train Loss:1.7535
Epoch:6/80 Batch:14/106 Train Loss:1.4492
Epoch:6/80 Batch:15/106 Train Loss:1.6044
Epoch:6/80 Batch:16/106 Train Loss:1.3994
Epoch:6/80 Batch:17/106 Train Loss:1.5635
Epoch:6/80 Batch:18/106 Train Loss:1.7289
Epoch:6/80 Batch:19/106 Train Loss:1.9180
Epoch:6/80 Batch:20/106 Train Loss:1.4841
Epoch:6/80 Batch:21/106 Train Loss:1.6947
Epoch:6/80 Batch:22/106 Train Loss:1.6832
Epoch:6/80 Batch:23/106 Train Loss:1.6706
Epoch:6/80 Batch:24/106 Train Loss:1.4723
Epoch:6/80 Batch:25/106 Train Loss:1.7081
Epoch:6/80 Batch:26/106 Train Loss:1.5797
Epoch:6/80 Batch:27/106 Train Loss:1.5975
Epoch:6/80 Batch:28/106 Train Loss:1.4507
Epoch:6/80 Batch:29/106 Train Loss:1.6224
Epoch:6/80 Batch:30/106 Train Loss:1.6867
Epoch:6/80 Batch:31/106 Train Loss:1.5017
Epoch:6/80 Batch:32/106 Train Loss:1.6495
Epoch:6/80 Batch:33/106 Train Loss:1.4793
Epoch:6/80 Batch:34/106 Train Loss:1.4457
Epoch:6/80 Batch:35/106 Train Loss:1.6140
Epoch:6/80 Batch:36/106 Train Loss:1.3737
Epoch:6/80 Batch:37/106 Train Loss:1.4709
Epoch:6/80 Batch:38/106 Train Loss:1.4382
Epoch:6/80 Batch:39/106 Train Loss:1.3534
Epoch:6/80 Batch:40/106 Train Loss:1.5651
Epoch:6/80 Batch:41/106 Train Loss:1.4605
Epoch:6/80 Batch:42/106 Train Loss:1.6354
Epoch:6/80 Batch:43/106 Train Loss:1.5218
Epoch:6/80 Batch:44/106 Train Loss:1.4571
Epoch:6/80 Batch:45/106 Train Loss:1.5636
Epoch:6/80 Batch:46/106 Train Loss:1.3878
Epoch:6/80 Batch:47/106 Train Loss:1.2430
Epoch:6/80 Batch:48/106 Train Loss:1.3983
Epoch:6/80 Batch:49/106 Train Loss:1.4430
Epoch:6/80 Batch:50/106 Train Loss:1.4790
Epoch:6/80 Batch:51/106 Train Loss:1.7402
Epoch:6/80 Batch:52/106 Train Loss:1.5187
Epoch:6/80 Batch:53/106 Train Loss:1.6354
Epoch:6/80 Batch:54/106 Train Loss:1.5682
Epoch:6/80 Batch:55/106 Train Loss:1.6499
Epoch:6/80 Batch:56/106 Train Loss:1.8659
Epoch:6/80 Batch:57/106 Train Loss:1.4621
Epoch:6/80 Batch:58/106 Train Loss:1.5870
Epoch:6/80 Batch:59/106 Train Loss:1.3698
Epoch:6/80 Batch:60/106 Train Loss:1.4095
Epoch:6/80 Batch:61/106 Train Loss:1.3450
Epoch:6/80 Batch:62/106 Train Loss:1.3491
Epoch:6/80 Batch:63/106 Train Loss:1.5074
Epoch:6/80 Batch:64/106 Train Loss:1.5672
Epoch:6/80 Batch:65/106 Train Loss:1.5089
Epoch:6/80 Batch:66/106 Train Loss:1.6814
Epoch:6/80 Batch:67/106 Train Loss:1.4738
Epoch:6/80 Batch:68/106 Train Loss:1.5040
Epoch:6/80 Batch:69/106 Train Loss:1.4203
Epoch:6/80 Batch:70/106 Train Loss:1.5148
Epoch:6/80 Batch:71/106 Train Loss:1.4822
Epoch:6/80 Batch:72/106 Train Loss:1.5290
Epoch:6/80 Batch:73/106 Train Loss:1.5481
Epoch:6/80 Batch:74/106 Train Loss:1.6621
Epoch:6/80 Batch:75/106 Train Loss:1.3661
Epoch:6/80 Batch:76/106 Train Loss:1.4250
Epoch:6/80 Batch:77/106 Train Loss:1.4959
Epoch:6/80 Batch:78/106 Train Loss:1.4765
Epoch:6/80 Batch:79/106 Train Loss:1.5864
Epoch:6/80 Batch:80/106 Train Loss:1.6577
Epoch:6/80 Batch:81/106 Train Loss:1.4178
Epoch:6/80 Batch:82/106 Train Loss:1.4028
Epoch:6/80 Batch:83/106 Train Loss:1.6995
Epoch:6/80 Batch:84/106 Train Loss:1.4258
Epoch:6/80 Batch:85/106 Train Loss:1.7150
Epoch:6/80 Batch:86/106 Train Loss:1.5609
Epoch:6/80 Batch:87/106 Train Loss:1.3405
Epoch:6/80 Batch:88/106 Train Loss:1.5736
Epoch:6/80 Batch:89/106 Train Loss:1.5715
Epoch:6/80 Batch:90/106 Train Loss:1.5476
Epoch:6/80 Batch:91/106 Train Loss:1.5556
Epoch:6/80 Batch:92/106 Train Loss:1.5141
Epoch:6/80 Batch:93/106 Train Loss:1.7456
Epoch:6/80 Batch:94/106 Train Loss:1.3379
Epoch:6/80 Batch:95/106 Train Loss:1.3167
Epoch:6/80 Batch:96/106 Train Loss:1.7815
Epoch:6/80 Batch:97/106 Train Loss:1.6209
Epoch:6/80 Batch:98/106 Train Loss:1.3234
Epoch:6/80 Batch:99/106 Train Loss:1.6927
Epoch:6/80 Batch:100/106 Train Loss:1.4848
Epoch:6/80 Batch:101/106 Train Loss:1.5498
Epoch:6/80 Batch:102/106 Train Loss:1.7990
Epoch:6/80 Batch:103/106 Train Loss:1.4529
Epoch:6/80 Batch:104/106 Train Loss:1.5261
Epoch:6/80 Batch:105/106 Train Loss:1.4805
Epoch:6/80 Batch:106/106 Train Loss:2.1787
Epoch:7/80 Batch:1/106 Train Loss:1.3207
Epoch:7/80 Batch:2/106 Train Loss:1.4097
Epoch:7/80 Batch:3/106 Train Loss:1.5170
Epoch:7/80 Batch:4/106 Train Loss:1.4946
Epoch:7/80 Batch:5/106 Train Loss:1.4804
Epoch:7/80 Batch:6/106 Train Loss:1.5454
Epoch:7/80 Batch:7/106 Train Loss:1.1502
Epoch:7/80 Batch:8/106 Train Loss:1.3822
Epoch:7/80 Batch:9/106 Train Loss:1.6551
Epoch:7/80 Batch:10/106 Train Loss:1.2744
Epoch:7/80 Batch:11/106 Train Loss:1.5192
Epoch:7/80 Batch:12/106 Train Loss:1.5681
Epoch:7/80 Batch:13/106 Train Loss:1.4596
Epoch:7/80 Batch:14/106 Train Loss:1.4425
Epoch:7/80 Batch:15/106 Train Loss:1.5067
Epoch:7/80 Batch:16/106 Train Loss:1.5303
Epoch:7/80 Batch:17/106 Train Loss:1.3946
Epoch:7/80 Batch:18/106 Train Loss:1.3634
Epoch:7/80 Batch:19/106 Train Loss:1.3645
Epoch:7/80 Batch:20/106 Train Loss:1.3520
Epoch:7/80 Batch:21/106 Train Loss:1.6524
Epoch:7/80 Batch:22/106 Train Loss:1.5270
Epoch:7/80 Batch:23/106 Train Loss:1.6387
Epoch:7/80 Batch:24/106 Train Loss:1.6282
Epoch:7/80 Batch:25/106 Train Loss:1.3693
Epoch:7/80 Batch:26/106 Train Loss:1.2452
Epoch:7/80 Batch:27/106 Train Loss:1.3078
Epoch:7/80 Batch:28/106 Train Loss:1.6417
Epoch:7/80 Batch:29/106 Train Loss:1.5174
Epoch:7/80 Batch:30/106 Train Loss:1.6193
Epoch:7/80 Batch:31/106 Train Loss:1.6411
Epoch:7/80 Batch:32/106 Train Loss:1.4594
Epoch:7/80 Batch:33/106 Train Loss:1.3492
Epoch:7/80 Batch:34/106 Train Loss:1.5366
Epoch:7/80 Batch:35/106 Train Loss:1.4227
Epoch:7/80 Batch:36/106 Train Loss:1.4967
Epoch:7/80 Batch:37/106 Train Loss:1.4254
Epoch:7/80 Batch:38/106 Train Loss:1.5856
Epoch:7/80 Batch:39/106 Train Loss:1.4079
Epoch:7/80 Batch:40/106 Train Loss:1.3841
Epoch:7/80 Batch:41/106 Train Loss:1.5280
Epoch:7/80 Batch:42/106 Train Loss:1.3899
Epoch:7/80 Batch:43/106 Train Loss:1.1456
Epoch:7/80 Batch:44/106 Train Loss:1.6314
Epoch:7/80 Batch:45/106 Train Loss:1.3420
Epoch:7/80 Batch:46/106 Train Loss:1.1570
Epoch:7/80 Batch:47/106 Train Loss:1.4405
Epoch:7/80 Batch:48/106 Train Loss:1.5769
Epoch:7/80 Batch:49/106 Train Loss:1.6224
Epoch:7/80 Batch:50/106 Train Loss:1.3463
Epoch:7/80 Batch:51/106 Train Loss:1.5617
Epoch:7/80 Batch:52/106 Train Loss:1.4761
Epoch:7/80 Batch:53/106 Train Loss:1.4614
Epoch:7/80 Batch:54/106 Train Loss:1.3670
Epoch:7/80 Batch:55/106 Train Loss:1.6305
Epoch:7/80 Batch:56/106 Train Loss:1.4892
Epoch:7/80 Batch:57/106 Train Loss:1.5207
Epoch:7/80 Batch:58/106 Train Loss:1.5805
Epoch:7/80 Batch:59/106 Train Loss:1.4094
Epoch:7/80 Batch:60/106 Train Loss:1.2573
Epoch:7/80 Batch:61/106 Train Loss:1.3809
Epoch:7/80 Batch:62/106 Train Loss:1.4498
Epoch:7/80 Batch:63/106 Train Loss:1.6641
Epoch:7/80 Batch:64/106 Train Loss:1.5310
Epoch:7/80 Batch:65/106 Train Loss:1.3264
Epoch:7/80 Batch:66/106 Train Loss:1.4243
Epoch:7/80 Batch:67/106 Train Loss:1.3471
Epoch:7/80 Batch:68/106 Train Loss:1.3876
Epoch:7/80 Batch:69/106 Train Loss:1.2161
Epoch:7/80 Batch:70/106 Train Loss:1.6014
Epoch:7/80 Batch:71/106 Train Loss:1.4569
Epoch:7/80 Batch:72/106 Train Loss:1.2851
Epoch:7/80 Batch:73/106 Train Loss:1.5325
Epoch:7/80 Batch:74/106 Train Loss:1.3573
Epoch:7/80 Batch:75/106 Train Loss:1.4190
Epoch:7/80 Batch:76/106 Train Loss:1.3414
Epoch:7/80 Batch:77/106 Train Loss:1.3824
Epoch:7/80 Batch:78/106 Train Loss:1.4974
Epoch:7/80 Batch:79/106 Train Loss:1.4230
Epoch:7/80 Batch:80/106 Train Loss:1.4664
Epoch:7/80 Batch:81/106 Train Loss:1.6113
Epoch:7/80 Batch:82/106 Train Loss:1.6610
Epoch:7/80 Batch:83/106 Train Loss:1.2709
Epoch:7/80 Batch:84/106 Train Loss:1.4736
Epoch:7/80 Batch:85/106 Train Loss:1.4676
Epoch:7/80 Batch:86/106 Train Loss:1.2854
Epoch:7/80 Batch:87/106 Train Loss:1.4735
Epoch:7/80 Batch:88/106 Train Loss:1.5560
Epoch:7/80 Batch:89/106 Train Loss:1.3912
Epoch:7/80 Batch:90/106 Train Loss:1.6120
Epoch:7/80 Batch:91/106 Train Loss:1.3887
Epoch:7/80 Batch:92/106 Train Loss:1.4622
Epoch:7/80 Batch:93/106 Train Loss:1.6054
Epoch:7/80 Batch:94/106 Train Loss:1.4258
Epoch:7/80 Batch:95/106 Train Loss:1.4160
Epoch:7/80 Batch:96/106 Train Loss:1.1535
Epoch:7/80 Batch:97/106 Train Loss:1.4494
Epoch:7/80 Batch:98/106 Train Loss:1.4617
Epoch:7/80 Batch:99/106 Train Loss:1.5401
Epoch:7/80 Batch:100/106 Train Loss:1.2637
Epoch:7/80 Batch:101/106 Train Loss:1.5986
Epoch:7/80 Batch:102/106 Train Loss:1.3570
Epoch:7/80 Batch:103/106 Train Loss:1.4488
Epoch:7/80 Batch:104/106 Train Loss:1.2957
Epoch:7/80 Batch:105/106 Train Loss:1.3818
Epoch:7/80 Batch:106/106 Train Loss:2.1790
Epoch:8/80 Batch:1/106 Train Loss:1.1802
Epoch:8/80 Batch:2/106 Train Loss:1.1019
Epoch:8/80 Batch:3/106 Train Loss:1.3157
Epoch:8/80 Batch:4/106 Train Loss:1.3454
Epoch:8/80 Batch:5/106 Train Loss:1.6100
Epoch:8/80 Batch:6/106 Train Loss:1.4285
Epoch:8/80 Batch:7/106 Train Loss:1.3023
Epoch:8/80 Batch:8/106 Train Loss:1.2973
Epoch:8/80 Batch:9/106 Train Loss:1.5478
Epoch:8/80 Batch:10/106 Train Loss:1.3989
Epoch:8/80 Batch:11/106 Train Loss:1.2279
Epoch:8/80 Batch:12/106 Train Loss:1.4955
Epoch:8/80 Batch:13/106 Train Loss:1.1995
Epoch:8/80 Batch:14/106 Train Loss:1.3254
Epoch:8/80 Batch:15/106 Train Loss:1.2675
Epoch:8/80 Batch:16/106 Train Loss:1.5253
Epoch:8/80 Batch:17/106 Train Loss:1.4248
Epoch:8/80 Batch:18/106 Train Loss:1.5558
Epoch:8/80 Batch:19/106 Train Loss:1.2583
Epoch:8/80 Batch:20/106 Train Loss:1.1905
Epoch:8/80 Batch:21/106 Train Loss:1.4855
Epoch:8/80 Batch:22/106 Train Loss:1.5027
Epoch:8/80 Batch:23/106 Train Loss:1.5070
Epoch:8/80 Batch:24/106 Train Loss:1.1475
Epoch:8/80 Batch:25/106 Train Loss:1.2142
Epoch:8/80 Batch:26/106 Train Loss:1.2581
Epoch:8/80 Batch:27/106 Train Loss:1.2931
Epoch:8/80 Batch:28/106 Train Loss:1.2565
Epoch:8/80 Batch:29/106 Train Loss:1.3545
Epoch:8/80 Batch:30/106 Train Loss:1.2367
Epoch:8/80 Batch:31/106 Train Loss:1.3548
Epoch:8/80 Batch:32/106 Train Loss:1.4273
Epoch:8/80 Batch:33/106 Train Loss:1.3777
Epoch:8/80 Batch:34/106 Train Loss:1.4203
Epoch:8/80 Batch:35/106 Train Loss:1.3466
Epoch:8/80 Batch:36/106 Train Loss:1.2934
Epoch:8/80 Batch:37/106 Train Loss:1.2414
Epoch:8/80 Batch:38/106 Train Loss:1.4341
Epoch:8/80 Batch:39/106 Train Loss:1.3031
Epoch:8/80 Batch:40/106 Train Loss:1.6332
Epoch:8/80 Batch:41/106 Train Loss:1.2076
Epoch:8/80 Batch:42/106 Train Loss:1.1854
Epoch:8/80 Batch:43/106 Train Loss:1.3956
Epoch:8/80 Batch:44/106 Train Loss:1.4158
Epoch:8/80 Batch:45/106 Train Loss:1.3964
Epoch:8/80 Batch:46/106 Train Loss:1.4665
Epoch:8/80 Batch:47/106 Train Loss:1.1942
Epoch:8/80 Batch:48/106 Train Loss:1.0686
Epoch:8/80 Batch:49/106 Train Loss:1.3716
Epoch:8/80 Batch:50/106 Train Loss:1.3058
Epoch:8/80 Batch:51/106 Train Loss:1.2317
Epoch:8/80 Batch:52/106 Train Loss:1.1366
Epoch:8/80 Batch:53/106 Train Loss:1.2900
Epoch:8/80 Batch:54/106 Train Loss:1.4478
Epoch:8/80 Batch:55/106 Train Loss:1.2381
Epoch:8/80 Batch:56/106 Train Loss:1.3781
Epoch:8/80 Batch:57/106 Train Loss:1.1659
Epoch:8/80 Batch:58/106 Train Loss:1.3650
Epoch:8/80 Batch:59/106 Train Loss:1.3327
Epoch:8/80 Batch:60/106 Train Loss:1.3076
Epoch:8/80 Batch:61/106 Train Loss:1.1862
Epoch:8/80 Batch:62/106 Train Loss:1.3579
Epoch:8/80 Batch:63/106 Train Loss:1.5603
Epoch:8/80 Batch:64/106 Train Loss:1.3631
Epoch:8/80 Batch:65/106 Train Loss:1.5620
Epoch:8/80 Batch:66/106 Train Loss:1.3914
Epoch:8/80 Batch:67/106 Train Loss:1.5139
Epoch:8/80 Batch:68/106 Train Loss:1.4255
Epoch:8/80 Batch:69/106 Train Loss:1.1820
Epoch:8/80 Batch:70/106 Train Loss:1.4978
Epoch:8/80 Batch:71/106 Train Loss:1.2213
Epoch:8/80 Batch:72/106 Train Loss:1.3093
Epoch:8/80 Batch:73/106 Train Loss:1.4226
Epoch:8/80 Batch:74/106 Train Loss:1.6373
Epoch:8/80 Batch:75/106 Train Loss:1.0133
Epoch:8/80 Batch:76/106 Train Loss:1.3196
Epoch:8/80 Batch:77/106 Train Loss:1.2323
Epoch:8/80 Batch:78/106 Train Loss:1.1999
Epoch:8/80 Batch:79/106 Train Loss:1.4688
Epoch:8/80 Batch:80/106 Train Loss:1.4351
Epoch:8/80 Batch:81/106 Train Loss:1.3216
Epoch:8/80 Batch:82/106 Train Loss:1.3056
Epoch:8/80 Batch:83/106 Train Loss:1.4659
Epoch:8/80 Batch:84/106 Train Loss:1.3608
Epoch:8/80 Batch:85/106 Train Loss:1.2113
Epoch:8/80 Batch:86/106 Train Loss:1.3378
Epoch:8/80 Batch:87/106 Train Loss:1.2008
Epoch:8/80 Batch:88/106 Train Loss:1.1984
Epoch:8/80 Batch:89/106 Train Loss:1.3920
Epoch:8/80 Batch:90/106 Train Loss:1.2727
Epoch:8/80 Batch:91/106 Train Loss:1.4905
Epoch:8/80 Batch:92/106 Train Loss:1.4861
Epoch:8/80 Batch:93/106 Train Loss:1.3953
Epoch:8/80 Batch:94/106 Train Loss:1.2510
Epoch:8/80 Batch:95/106 Train Loss:1.1566
Epoch:8/80 Batch:96/106 Train Loss:1.2442
Epoch:8/80 Batch:97/106 Train Loss:1.5126
Epoch:8/80 Batch:98/106 Train Loss:1.3769
Epoch:8/80 Batch:99/106 Train Loss:1.5129
Epoch:8/80 Batch:100/106 Train Loss:1.4329
Epoch:8/80 Batch:101/106 Train Loss:1.2898
Epoch:8/80 Batch:102/106 Train Loss:1.1907
Epoch:8/80 Batch:103/106 Train Loss:1.4295
Epoch:8/80 Batch:104/106 Train Loss:1.2990
Epoch:8/80 Batch:105/106 Train Loss:1.3764
Epoch:8/80 Batch:106/106 Train Loss:2.1965
Epoch:9/80 Batch:1/106 Train Loss:1.4529
Epoch:9/80 Batch:2/106 Train Loss:1.1880
Epoch:9/80 Batch:3/106 Train Loss:1.3027
Epoch:9/80 Batch:4/106 Train Loss:1.4325
Epoch:9/80 Batch:5/106 Train Loss:1.3527
Epoch:9/80 Batch:6/106 Train Loss:1.2286
Epoch:9/80 Batch:7/106 Train Loss:1.3582
Epoch:9/80 Batch:8/106 Train Loss:1.4143
Epoch:9/80 Batch:9/106 Train Loss:1.2168
Epoch:9/80 Batch:10/106 Train Loss:1.3612
Epoch:9/80 Batch:11/106 Train Loss:1.3128
Epoch:9/80 Batch:12/106 Train Loss:1.4070
Epoch:9/80 Batch:13/106 Train Loss:1.3684
Epoch:9/80 Batch:14/106 Train Loss:1.4399
Epoch:9/80 Batch:15/106 Train Loss:1.1629
Epoch:9/80 Batch:16/106 Train Loss:1.3240
Epoch:9/80 Batch:17/106 Train Loss:1.3001
Epoch:9/80 Batch:18/106 Train Loss:1.4896
Epoch:9/80 Batch:19/106 Train Loss:1.1254
Epoch:9/80 Batch:20/106 Train Loss:1.2236
Epoch:9/80 Batch:21/106 Train Loss:1.2825
Epoch:9/80 Batch:22/106 Train Loss:1.2012
Epoch:9/80 Batch:23/106 Train Loss:1.4771
Epoch:9/80 Batch:24/106 Train Loss:1.2505
Epoch:9/80 Batch:25/106 Train Loss:1.5146
Epoch:9/80 Batch:26/106 Train Loss:1.3126
Epoch:9/80 Batch:27/106 Train Loss:1.0665
Epoch:9/80 Batch:28/106 Train Loss:1.4207
Epoch:9/80 Batch:29/106 Train Loss:1.4587
Epoch:9/80 Batch:30/106 Train Loss:1.2627
Epoch:9/80 Batch:31/106 Train Loss:1.1893
Epoch:9/80 Batch:32/106 Train Loss:1.2618
Epoch:9/80 Batch:33/106 Train Loss:1.4453
Epoch:9/80 Batch:34/106 Train Loss:1.5706
Epoch:9/80 Batch:35/106 Train Loss:1.3660
Epoch:9/80 Batch:36/106 Train Loss:1.3413
Epoch:9/80 Batch:37/106 Train Loss:1.3453
Epoch:9/80 Batch:38/106 Train Loss:1.4141
Epoch:9/80 Batch:39/106 Train Loss:1.6846
Epoch:9/80 Batch:40/106 Train Loss:1.4449
Epoch:9/80 Batch:41/106 Train Loss:1.5398
Epoch:9/80 Batch:42/106 Train Loss:1.4975
Epoch:9/80 Batch:43/106 Train Loss:1.5126
Epoch:9/80 Batch:44/106 Train Loss:1.4254
Epoch:9/80 Batch:45/106 Train Loss:0.9925
Epoch:9/80 Batch:46/106 Train Loss:1.0749
Epoch:9/80 Batch:47/106 Train Loss:1.1122
Epoch:9/80 Batch:48/106 Train Loss:1.3821
Epoch:9/80 Batch:49/106 Train Loss:1.4007
Epoch:9/80 Batch:50/106 Train Loss:1.6056
Epoch:9/80 Batch:51/106 Train Loss:1.6766
Epoch:9/80 Batch:52/106 Train Loss:1.2387
Epoch:9/80 Batch:53/106 Train Loss:1.0964
Epoch:9/80 Batch:54/106 Train Loss:1.3859
Epoch:9/80 Batch:55/106 Train Loss:1.2765
Epoch:9/80 Batch:56/106 Train Loss:1.3816
Epoch:9/80 Batch:57/106 Train Loss:1.2593
Epoch:9/80 Batch:58/106 Train Loss:1.3227
Epoch:9/80 Batch:59/106 Train Loss:1.3166
Epoch:9/80 Batch:60/106 Train Loss:1.2043
Epoch:9/80 Batch:61/106 Train Loss:1.3271
Epoch:9/80 Batch:62/106 Train Loss:1.7363
Epoch:9/80 Batch:63/106 Train Loss:1.2666
Epoch:9/80 Batch:64/106 Train Loss:1.4699
Epoch:9/80 Batch:65/106 Train Loss:1.3162
Epoch:9/80 Batch:66/106 Train Loss:1.4082
Epoch:9/80 Batch:67/106 Train Loss:1.1265
Epoch:9/80 Batch:68/106 Train Loss:1.4041
Epoch:9/80 Batch:69/106 Train Loss:1.2387
Epoch:9/80 Batch:70/106 Train Loss:1.4998
Epoch:9/80 Batch:71/106 Train Loss:1.3558
Epoch:9/80 Batch:72/106 Train Loss:1.5536
Epoch:9/80 Batch:73/106 Train Loss:1.2106
Epoch:9/80 Batch:74/106 Train Loss:1.4578
Epoch:9/80 Batch:75/106 Train Loss:1.1243
Epoch:9/80 Batch:76/106 Train Loss:1.3860
Epoch:9/80 Batch:77/106 Train Loss:1.1930
Epoch:9/80 Batch:78/106 Train Loss:1.2696
Epoch:9/80 Batch:79/106 Train Loss:1.3060
Epoch:9/80 Batch:80/106 Train Loss:1.2419
Epoch:9/80 Batch:81/106 Train Loss:1.2618
Epoch:9/80 Batch:82/106 Train Loss:1.5451
Epoch:9/80 Batch:83/106 Train Loss:1.3979
Epoch:9/80 Batch:84/106 Train Loss:1.2996
Epoch:9/80 Batch:85/106 Train Loss:0.8968
Epoch:9/80 Batch:86/106 Train Loss:1.2406
Epoch:9/80 Batch:87/106 Train Loss:1.1573
Epoch:9/80 Batch:88/106 Train Loss:0.9790
Epoch:9/80 Batch:89/106 Train Loss:1.3925
Epoch:9/80 Batch:90/106 Train Loss:1.2648
Epoch:9/80 Batch:91/106 Train Loss:1.2414
Epoch:9/80 Batch:92/106 Train Loss:1.5486
Epoch:9/80 Batch:93/106 Train Loss:1.3396
Epoch:9/80 Batch:94/106 Train Loss:1.2896
Epoch:9/80 Batch:95/106 Train Loss:1.3700
Epoch:9/80 Batch:96/106 Train Loss:1.1802
Epoch:9/80 Batch:97/106 Train Loss:1.2047
Epoch:9/80 Batch:98/106 Train Loss:1.0227
Epoch:9/80 Batch:99/106 Train Loss:1.2071
Epoch:9/80 Batch:100/106 Train Loss:1.0849
Epoch:9/80 Batch:101/106 Train Loss:1.3904
Epoch:9/80 Batch:102/106 Train Loss:0.9747
Epoch:9/80 Batch:103/106 Train Loss:1.0653
Epoch:9/80 Batch:104/106 Train Loss:1.1699
Epoch:9/80 Batch:105/106 Train Loss:1.0671
Epoch:9/80 Batch:106/106 Train Loss:2.1333
Epoch:10/80 Batch:1/106 Train Loss:1.1316
Epoch:10/80 Batch:2/106 Train Loss:1.2548
Epoch:10/80 Batch:3/106 Train Loss:1.2201
Epoch:10/80 Batch:4/106 Train Loss:1.4182
Epoch:10/80 Batch:5/106 Train Loss:1.0795
Epoch:10/80 Batch:6/106 Train Loss:1.1548
Epoch:10/80 Batch:7/106 Train Loss:1.0779
Epoch:10/80 Batch:8/106 Train Loss:1.3748
Epoch:10/80 Batch:9/106 Train Loss:1.2296
Epoch:10/80 Batch:10/106 Train Loss:1.3313
Epoch:10/80 Batch:11/106 Train Loss:1.1636
Epoch:10/80 Batch:12/106 Train Loss:1.3589
Epoch:10/80 Batch:13/106 Train Loss:1.2774
Epoch:10/80 Batch:14/106 Train Loss:0.9929
Epoch:10/80 Batch:15/106 Train Loss:1.2505
Epoch:10/80 Batch:16/106 Train Loss:1.2197
Epoch:10/80 Batch:17/106 Train Loss:1.1354
Epoch:10/80 Batch:18/106 Train Loss:1.1841
Epoch:10/80 Batch:19/106 Train Loss:1.3147
Epoch:10/80 Batch:20/106 Train Loss:1.1781
Epoch:10/80 Batch:21/106 Train Loss:1.1072
Epoch:10/80 Batch:22/106 Train Loss:1.2606
Epoch:10/80 Batch:23/106 Train Loss:0.9792
Epoch:10/80 Batch:24/106 Train Loss:1.4173
Epoch:10/80 Batch:25/106 Train Loss:1.2684
Epoch:10/80 Batch:26/106 Train Loss:1.3228
Epoch:10/80 Batch:27/106 Train Loss:1.2104
Epoch:10/80 Batch:28/106 Train Loss:1.3000
Epoch:10/80 Batch:29/106 Train Loss:1.1447
Epoch:10/80 Batch:30/106 Train Loss:1.2332
Epoch:10/80 Batch:31/106 Train Loss:1.0581
Epoch:10/80 Batch:32/106 Train Loss:0.9062
Epoch:10/80 Batch:33/106 Train Loss:1.2276
Epoch:10/80 Batch:34/106 Train Loss:1.3147
Epoch:10/80 Batch:35/106 Train Loss:1.2395
Epoch:10/80 Batch:36/106 Train Loss:1.4159
Epoch:10/80 Batch:37/106 Train Loss:1.3763
Epoch:10/80 Batch:38/106 Train Loss:1.3494
Epoch:10/80 Batch:39/106 Train Loss:1.1899
Epoch:10/80 Batch:40/106 Train Loss:1.2861
Epoch:10/80 Batch:41/106 Train Loss:1.2762
Epoch:10/80 Batch:42/106 Train Loss:1.1768
